time,algae,rotifers,egg_ratio,eggs,dead_animals,external_medium,cycle_id
0.0,1.5,,,,,80.0,C1
0.95,0.83,5.42,0.0,0.0,0.4,80.0,C1
2.26,0.7,18.26,0.38,7.02,0.0,80.0,C1
2.91,0.38,17.86,0.19,3.41,0.4,80.0,C1
3.95,0.41,21.07,0.32,6.82,0.4,80.0,C1
4.95,0.39,17.46,0.2,3.41,0.2,80.0,C1
5.93,0.91,15.85,0.91,14.45,1.0,80.0,C1
6.96,0.3,36.12,0.07,2.61,4.01,80.0,C1
8.22,0.77,18.86,0.45,8.43,3.41,80.0,C1
9.08,0.42,31.3,0.14,4.41,1.2,80.0,C1
9.94,0.24,16.66,0.11,1.81,1.4,80.0,C1
10.98,,,,,,80.0,C1
11.95,0.51,7.83,0.23,1.81,0.4,80.0,C1
13.0,0.62,23.08,0.5,11.44,1.2,80.0,C1
13.98,0.32,23.88,0.15,3.61,1.61,80.0,C1
14.99,0.67,18.66,0.4,7.42,1.2,80.0,C1
16.02,0.25,26.49,0.12,3.21,3.01,80.0,C1
16.94,0.38,8.23,0.59,4.82,2.01,80.0,C1
17.98,1.64,19.47,0.6,11.64,1.2,80.0,C1
18.93,0.69,23.48,0.5,11.64,1.0,80.0,C1
20.0,0.27,27.89,0.12,3.21,1.81,80.0,C1
20.95,1.23,19.06,0.88,16.86,1.61,80.0,C1
22.02,0.99,23.48,0.29,6.82,0.4,80.0,C1
23.16,0.18,29.7,0.41,12.24,0.8,80.0,C1
23.94,0.26,38.53,0.32,12.24,0.8,80.0,C1
24.95,0.94,11.64,0.81,9.43,4.21,80.0,C1
25.97,0.62,23.48,0.3,7.02,0.8,80.0,C1
26.95,1.21,20.87,0.57,11.84,1.4,80.0,C1
27.92,0.25,33.91,0.1,3.41,2.21,80.0,C1
29.05,0.36,14.65,0.18,2.61,1.0,80.0,C1
30.05,0.46,17.66,0.17,3.01,2.41,80.0,C1
30.93,0.62,11.84,0.41,4.82,1.61,80.0,C1
31.9,0.76,12.84,0.33,4.21,1.81,80.0,C1
32.97,0.56,22.27,0.25,5.62,0.8,80.0,C1
34.0,0.6,23.28,0.38,8.83,1.61,80.0,C1
34.95,1.21,28.9,0.61,17.66,2.61,80.0,C1
36.3,0.15,55.18,0.08,4.62,1.4,80.0,C1
37.3,0.13,24.88,0.01,0.2,4.62,80.0,C1
37.92,0.21,7.02,0.26,1.81,4.82,80.0,C1
38.95,0.97,8.83,0.23,2.01,2.41,80.0,C1
40.0,1.35,11.04,1.31,14.45,3.41,80.0,C1
40.93,0.71,26.49,0.42,11.04,1.0,80.0,C1
41.95,0.43,33.31,0.15,5.02,2.21,80.0,C1
43.19,0.35,21.47,0.2,4.21,4.41,80.0,C1
44.19,0.47,12.64,0.35,4.41,2.21,80.0,C1
44.94,0.77,12.24,0.44,5.42,2.41,80.0,C1
45.93,0.86,9.03,0.47,4.21,1.61,80.0,C1
47.07,1.02,52.37,0.39,20.47,1.4,80.0,C1
48.0,0.29,40.94,0.14,5.62,1.61,80.0,C1
48.93,0.65,33.71,0.45,15.05,6.82,80.0,C1
49.99,0.3,16.25,0.17,2.81,2.21,80.0,C1
51.01,0.22,12.84,0.13,1.61,2.21,80.0,C1
51.95,0.35,9.63,0.46,4.41,1.2,80.0,C1
52.97,1.51,12.64,0.62,7.83,2.61,80.0,C1
53.98,1.01,34.52,0.59,20.47,3.61,80.0,C1
54.94,0.28,41.94,0.1,4.21,1.2,80.0,C1
55.99,0.28,25.08,0.05,1.2,1.2,80.0,C1
57.01,0.75,23.08,0.67,15.45,1.2,80.0,C1
58.02,0.49,25.89,0.35,9.03,1.4,80.0,C1
58.98,0.36,33.91,0.25,8.43,2.41,80.0,C1
59.93,0.64,52.17,0.61,31.91,3.01,80.0,C1
60.9,0.16,52.37,0.13,7.02,3.41,80.0,C1
61.98,0.09,27.89,0.02,0.6,5.42,80.0,C1
62.97,0.56,5.42,0.81,4.41,4.21,80.0,C1
64.09,0.57,39.93,0.2,8.03,1.2,80.0,C1
65.35,0.61,39.53,0.21,8.43,1.0,80.0,C1
65.97,0.37,36.92,0.26,9.63,0.6,80.0,C1
66.92,0.44,21.07,0.5,10.43,1.2,80.0,C1
67.99,0.2,17.26,0.05,0.8,0.4,80.0,C1
68.95,0.42,17.46,0.37,6.42,0.4,80.0,C1
69.97,0.94,22.88,0.7,16.05,2.01,80.0,C1
71.15,0.33,41.74,0.18,7.63,3.01,80.0,C1
72.29,0.28,19.47,0.2,3.81,1.4,80.0,C1
72.95,0.51,18.46,0.49,9.03,2.21,80.0,C1
73.98,0.81,38.73,0.39,15.25,1.4,80.0,C1
74.98,0.19,39.73,0.13,5.02,1.61,80.0,C1
75.96,0.1,21.47,0.09,2.01,0.8,80.0,C1
76.94,0.32,13.24,0.56,7.42,5.22,80.0,C1
77.99,0.76,15.65,0.63,9.83,3.81,80.0,C1
79.04,0.58,26.09,0.58,15.05,3.41,80.0,C1
79.94,0.57,35.12,0.39,13.65,3.61,80.0,C1
81.05,0.4,47.76,0.41,19.67,4.21,80.0,C1
81.99,0.35,47.56,0.35,16.66,3.41,80.0,C1
82.95,0.29,43.14,0.22,9.63,5.82,80.0,C1
84.13,0.33,31.1,0.3,9.23,7.02,80.0,C1
85.32,0.31,30.3,0.35,10.64,5.02,80.0,C1
85.98,0.3,28.7,0.32,9.23,3.41,80.0,C1
87.24,0.3,23.08,0.32,7.42,2.41,80.0,C1
87.93,0.32,23.08,0.43,10.03,1.81,80.0,C1
88.95,0.38,20.67,0.25,5.22,1.2,80.0,C1
89.97,0.85,25.49,0.53,13.44,1.81,80.0,C1
90.97,0.25,41.54,0.05,2.01,1.2,80.0,C1
92.08,0.33,38.13,0.07,2.81,1.61,80.0,C1
93.02,0.35,12.84,0.3,3.81,3.01,80.0,C1
94.03,0.37,17.26,0.24,4.21,1.4,80.0,C1
94.96,1.0,20.07,0.81,16.25,1.81,80.0,C1
95.96,0.34,38.93,0.2,7.83,1.2,80.0,C1
96.99,0.22,21.47,0.2,4.21,1.2,80.0,C1
97.98,0.31,21.07,0.22,4.62,4.41,80.0,C1
99.06,0.28,16.86,0.15,2.61,2.41,80.0,C1
100.04,0.23,7.83,0.13,1.0,0.8,80.0,C1
100.93,0.33,6.02,0.4,2.41,1.2,80.0,C1
101.95,0.8,5.82,0.83,4.82,1.4,80.0,C1
102.99,0.78,23.28,0.5,11.64,0.6,80.0,C1
103.94,0.62,16.86,0.48,8.03,0.8,80.0,C1
104.93,0.28,34.72,0.18,6.22,1.4,80.0,C1
106.05,0.21,23.68,0.13,3.01,1.0,80.0,C1
107.14,0.23,15.25,0.13,2.01,1.4,80.0,C1
107.92,0.3,11.84,0.37,4.41,1.2,80.0,C1
108.98,0.51,14.25,0.37,5.22,1.4,80.0,C1
110.0,0.54,20.67,0.53,11.04,0.8,80.0,C1
110.97,0.44,30.5,0.34,10.23,0.2,80.0,C1
111.92,0.53,30.3,0.44,13.44,3.01,80.0,C1
113.02,0.24,25.89,0.16,4.01,4.62,80.0,C1
113.96,0.17,24.08,0.05,1.2,3.01,80.0,C1
114.92,0.25,10.03,0.28,2.81,1.2,80.0,C1
115.93,0.59,7.63,0.29,2.21,0.6,80.0,C1
116.96,0.82,26.49,0.63,16.66,4.21,80.0,C1
117.97,0.3,41.94,0.13,5.62,1.4,80.0,C1
118.98,0.25,35.92,0.15,5.22,3.21,80.0,C1
119.99,0.4,26.89,0.41,11.04,3.01,80.0,C1
121.19,0.24,23.28,0.16,3.61,2.01,80.0,C1
121.99,0.36,19.26,0.59,11.44,2.01,80.0,C1
122.94,1.51,25.69,1.0,25.69,3.81,80.0,C1
124.02,0.54,77.06,0.19,14.65,5.22,80.0,C1
125.05,0.19,57.19,0.09,5.42,6.42,80.0,C1
126.02,0.19,31.91,0.05,1.61,12.84,80.0,C1
127.04,0.4,15.25,0.88,13.44,11.84,80.0,C1
128.22,0.27,24.08,0.24,5.82,6.22,80.0,C1
129.02,0.41,23.48,0.59,13.85,5.82,80.0,C1
129.98,0.88,34.52,1.05,36.32,6.62,80.0,C1
130.98,0.27,42.54,0.18,7.63,6.62,80.0,C1
131.97,0.43,30.5,0.59,18.06,4.62,80.0,C1
132.95,0.46,42.74,0.51,21.67,3.21,80.0,C1
134.03,0.5,51.77,0.33,16.86,8.43,80.0,C1
135.35,0.23,31.3,0.06,1.81,8.23,80.0,C1
136.18,0.42,15.05,0.72,10.84,9.43,80.0,C1
136.99,0.66,28.29,0.72,20.27,7.83,80.0,C1
137.98,0.21,36.32,0.46,16.66,1.2,80.0,C1
139.0,0.17,36.72,0.23,8.43,2.41,80.0,C1
139.93,0.18,48.16,0.3,14.25,1.81,80.0,C1
141.31,0.14,73.65,0.29,21.47,3.21,80.0,C1
142.32,0.36,28.29,0.26,7.42,0.8,80.0,C1
142.96,0.35,27.09,0.2,5.42,3.21,80.0,C1
143.95,0.71,45.35,0.54,24.68,1.61,80.0,C1
144.99,0.81,42.94,0.21,8.83,2.01,80.0,C1
146.01,0.99,19.67,0.06,1.2,2.01,80.0,C1
147.05,0.75,12.44,0.4,5.02,3.41,80.0,C1
148.25,0.55,18.26,0.29,5.22,1.81,80.0,C1
149.31,0.36,31.1,0.24,7.42,0.8,80.0,C1
149.93,0.4,28.09,0.36,10.23,0.4,80.0,C1
150.94,0.55,15.45,0.7,10.84,0.4,80.0,C1
151.95,0.24,40.54,0.12,5.02,2.81,80.0,C1
152.96,0.51,47.16,0.3,14.05,1.81,80.0,C1
154.2,,,,,,80.0,C1
155.18,0.21,20.07,0.03,0.6,2.81,80.0,C1
156.38,0.39,13.04,0.4,5.22,3.61,80.0,C1
156.95,0.5,18.26,0.44,8.03,1.2,80.0,C1
157.91,0.15,34.52,0.88,30.3,0.4,80.0,C1
159.0,0.33,49.36,0.09,4.21,3.21,80.0,C1
159.9,0.28,44.35,0.11,4.82,4.21,80.0,C1
160.98,0.14,11.64,0.1,1.2,1.0,80.0,C1
162.0,0.18,9.43,0.49,4.62,2.01,80.0,C1
163.03,0.42,20.07,0.52,10.43,4.82,80.0,C1
163.98,0.52,29.1,0.46,13.24,1.2,80.0,C1
164.96,0.82,52.37,0.57,29.7,1.4,80.0,C1
165.93,0.2,57.79,0.06,3.21,2.21,80.0,C1
166.94,0.14,35.12,0.06,2.01,4.41,80.0,C1
168.04,0.39,15.85,0.65,10.23,3.61,80.0,C1
168.89,0.53,17.26,0.53,9.23,0.8,80.0,C1
170.12,0.22,33.71,0.18,6.02,1.0,80.0,C1
170.95,0.29,13.04,0.28,3.61,1.0,80.0,C1
172.02,1.06,17.86,0.79,14.05,3.21,80.0,C1
173.01,0.5,42.14,0.17,7.22,0.6,80.0,C1
173.97,0.16,35.32,0.04,1.4,1.61,80.0,C1
174.97,0.25,18.26,0.14,2.61,2.41,80.0,C1
175.85,0.48,11.44,0.88,10.03,3.01,80.0,C1
177.14,0.43,21.67,0.29,6.22,1.0,80.0,C1
177.93,0.44,25.28,0.37,9.43,1.4,80.0,C1
178.94,0.87,30.5,0.59,17.86,2.41,80.0,C1
179.91,0.19,35.32,0.07,2.61,1.81,80.0,C1
180.96,0.52,27.29,0.68,18.46,5.02,80.0,C1
182.0,0.23,20.47,0.12,2.41,1.81,80.0,C1
182.91,0.47,14.65,0.59,8.63,2.81,80.0,C1
184.05,0.37,12.84,0.27,3.41,1.4,80.0,C1
184.91,0.46,17.46,0.66,11.44,0.6,80.0,C1
185.91,1.19,30.9,0.74,22.88,2.81,80.0,C1
186.93,0.37,57.59,0.23,13.44,4.41,80.0,C1
187.94,0.21,41.54,0.09,3.81,7.83,80.0,C1
188.9,0.25,21.47,0.21,4.41,9.03,80.0,C1
189.9,0.47,17.26,0.57,9.83,5.42,80.0,C1
191.85,0.53,18.26,0.68,12.44,3.01,80.0,C1
192.91,0.91,27.89,0.69,19.26,4.62,80.0,C1
193.94,0.37,53.98,0.13,7.02,3.81,80.0,C1
194.91,0.19,26.89,0.09,2.41,3.21,80.0,C1
195.92,0.73,24.28,0.57,13.85,2.41,80.0,C1
196.92,0.31,18.86,0.29,5.42,1.61,80.0,C1
198.9,0.61,4.41,0.23,1.0,0.4,80.0,C1
199.98,0.96,33.31,0.68,22.68,1.81,80.0,C1
200.88,0.55,81.67,0.53,43.34,2.81,80.0,C1
201.91,0.13,18.46,0.16,3.01,0.6,80.0,C1
202.96,0.29,14.45,0.1,1.4,4.01,80.0,C1
203.95,,,,,,80.0,C1
205.05,0.48,24.48,0.27,6.62,0.0,80.0,C1
205.96,0.38,22.07,0.28,6.22,1.2,80.0,C1
206.92,0.45,17.26,0.44,7.63,1.4,80.0,C1
207.92,0.47,27.69,0.3,8.23,0.2,80.0,C1
208.94,0.42,37.32,0.3,11.24,1.61,80.0,C1
209.95,0.74,34.31,0.34,11.64,1.2,80.0,C1
211.08,0.14,57.79,0.08,4.41,2.81,80.0,C1
211.99,0.15,27.29,0.02,0.6,1.0,80.0,C1
212.95,0.39,13.65,0.47,6.42,2.21,80.0,C1
213.92,0.9,13.44,0.6,8.03,1.0,80.0,C1
214.99,0.81,30.7,0.46,14.25,0.6,80.0,C1
215.98,0.42,37.53,0.19,7.02,1.0,80.0,C1
216.99,0.37,30.3,0.13,4.01,2.01,80.0,C1
218.05,,,,,,80.0,C1
219.32,0.38,18.46,0.23,4.21,1.4,80.0,C1
220.04,0.51,13.65,0.69,9.43,1.4,80.0,C1
221.01,0.48,14.85,0.18,2.61,0.2,80.0,C1
221.98,0.42,32.71,0.33,10.64,1.2,80.0,C1
222.96,0.84,45.95,0.55,25.08,3.01,80.0,C1
223.97,0.26,46.15,0.06,2.61,2.81,80.0,C1
225.23,0.24,29.7,0.09,2.61,1.61,80.0,C1
226.16,0.34,8.03,0.47,3.81,1.2,80.0,C1
226.94,,,,,,80.0,C1
227.94,0.66,20.87,0.38,8.03,0.4,80.0,C1
228.93,0.67,50.37,0.2,9.83,1.61,80.0,C1
229.97,0.41,55.59,0.18,10.03,3.21,80.0,C1
230.93,0.46,34.92,0.18,6.22,3.01,80.0,C1
232.05,0.41,27.49,0.09,2.41,4.21,80.0,C1
232.9,0.43,12.24,0.36,4.41,2.61,80.0,C1
233.9,0.41,11.04,0.33,3.61,1.81,80.0,C1
234.94,0.45,3.21,0.38,1.2,0.0,80.0,C1
235.97,0.3,44.95,0.14,6.22,1.4,80.0,C1
237.0,,,,,,80.0,C1
238.05,0.32,24.08,0.08,2.01,3.01,80.0,C1
239.16,0.42,16.66,0.29,4.82,3.41,80.0,C1
240.16,0.82,10.64,0.81,8.63,1.4,80.0,C1
240.95,0.66,6.42,0.31,2.01,0.4,80.0,C1
241.98,0.55,37.32,0.32,12.04,0.6,80.0,C1
243.01,0.32,35.72,0.16,5.62,1.0,80.0,C1
243.97,0.17,25.49,0.06,1.61,1.81,80.0,C1
244.94,0.61,11.64,0.6,7.02,3.01,80.0,C1
245.97,0.72,24.28,0.43,10.43,0.6,80.0,C1
247.25,0.2,27.29,0.06,1.61,0.4,80.0,C1
248.18,0.39,18.06,0.38,6.82,1.61,80.0,C1
248.96,0.29,18.06,0.27,4.82,1.0,80.0,C1
249.94,0.11,6.82,0.32,2.21,0.2,80.0,C1
251.15,0.71,14.45,0.21,3.01,0.0,80.0,C1
251.95,0.42,13.44,0.21,2.81,0.4,80.0,C1
252.98,0.72,25.89,0.71,18.46,0.2,80.0,C1
254.17,0.24,26.09,0.1,2.61,0.4,80.0,C1
254.98,1.44,13.65,0.28,3.81,0.4,80.0,C1
255.93,0.67,25.08,0.39,9.83,0.8,80.0,C1
257.01,0.46,16.66,0.19,3.21,1.61,80.0,C1
258.04,0.37,22.68,0.27,6.02,0.6,80.0,C1
258.9,0.43,10.43,0.71,7.42,2.21,80.0,C1
260.36,0.64,27.09,0.26,7.02,1.4,80.0,C1
261.08,1.11,22.48,0.13,3.01,1.2,80.0,C1
261.93,0.47,17.06,0.46,7.83,1.81,80.0,C1
263.03,0.42,31.91,0.11,3.61,2.21,80.0,C1
264.0,0.47,26.69,0.05,1.2,1.81,80.0,C1
264.96,0.45,17.86,0.25,4.41,1.61,80.0,C1
265.95,0.44,16.25,0.17,2.81,1.2,80.0,C1
267.04,0.73,17.46,0.41,7.22,0.8,80.0,C1
268.21,0.33,19.87,0.06,1.2,0.4,80.0,C1
268.95,0.42,18.46,0.11,2.01,1.0,80.0,C1
269.97,0.82,15.45,0.51,7.83,1.61,80.0,C1
271.02,0.71,33.11,0.25,8.43,1.4,80.0,C1
271.97,0.41,38.13,0.13,4.82,0.8,80.0,C1
272.99,0.83,18.26,0.46,8.43,1.61,80.0,C1
274.14,0.48,26.29,0.13,3.41,0.6,80.0,C1
275.1,0.56,19.26,0.22,4.21,0.6,80.0,C1
275.97,0.65,22.48,0.27,6.02,0.4,80.0,C1
277.0,0.77,21.67,0.56,12.24,0.8,80.0,C1
277.96,0.3,30.7,0.09,2.81,2.41,80.0,C1
278.98,0.52,25.49,0.21,5.42,2.21,80.0,C1
279.97,1.26,43.14,0.22,9.63,7.42,80.0,C1
281.31,0.22,30.9,0.05,1.61,1.2,80.0,C1
282.04,0.11,19.06,0.12,2.21,1.61,80.0,C1
282.95,,0.0,,0.0,0.0,80.0,C1
283.96,0.58,2.61,0.23,0.6,0.0,80.0,C1
284.97,0.88,10.03,0.62,6.22,1.61,80.0,C1
286.0,0.87,33.71,0.35,11.64,2.21,80.0,C1
286.98,0.4,34.31,0.07,2.41,0.8,80.0,C1
288.25,0.46,36.92,0.14,5.22,1.61,80.0,C1
289.13,0.29,26.29,0.09,2.41,0.4,80.0,C1
289.9,0.12,21.67,0.24,5.22,1.2,80.0,C1
290.93,0.73,23.68,0.33,7.83,1.61,80.0,C1
291.95,0.58,42.54,0.26,11.04,0.8,80.0,C1
292.94,0.39,21.67,0.29,6.22,3.01,80.0,C1
293.95,0.39,25.49,0.14,3.61,1.2,80.0,C1
295.0,0.36,20.87,0.16,3.41,1.0,80.0,C1
296.15,0.47,13.24,0.33,4.41,2.81,80.0,C1
296.91,1.16,19.47,0.34,6.62,1.2,80.0,C1
298.0,0.64,18.86,0.45,8.43,0.8,80.0,C1
298.97,0.25,41.74,0.08,3.41,0.4,80.0,C1
299.97,0.51,23.88,0.33,7.83,1.2,80.0,C1
300.97,0.41,37.73,0.09,3.21,1.61,80.0,C1
302.19,0.71,40.94,0.09,3.81,1.2,80.0,C1
303.11,0.61,26.69,0.06,1.61,0.8,80.0,C1
303.93,1.04,19.26,0.74,14.25,1.0,80.0,C1
305.14,0.54,31.3,0.31,9.83,2.41,80.0,C1
305.92,1.44,34.92,0.16,5.62,8.83,80.0,C1
307.01,0.47,23.68,0.57,13.44,7.02,80.0,C1
308.13,0.35,20.27,0.15,3.01,3.41,80.0,C1
309.16,0.45,17.86,0.6,10.64,5.62,80.0,C1
310.0,0.42,23.28,0.53,12.44,2.81,80.0,C1
311.01,0.78,36.92,0.71,26.29,4.21,80.0,C1
312.03,0.18,32.31,0.11,3.41,3.61,80.0,C1
312.92,0.64,24.68,0.67,16.45,5.62,80.0,C1
314.02,0.71,28.9,0.78,22.48,4.41,80.0,C1
314.99,0.33,38.93,0.2,7.63,7.42,80.0,C1
316.21,0.38,16.45,0.52,8.63,8.03,80.0,C1
317.05,0.89,23.28,0.73,17.06,6.02,80.0,C1
317.95,0.57,26.89,0.25,6.82,6.02,80.0,C1
319.07,0.13,25.69,0.03,0.8,1.2,80.0,C1
319.92,0.36,19.87,0.56,11.04,1.2,80.0,C1
321.06,0.36,36.52,0.27,9.83,0.8,80.0,C1
321.95,0.36,53.18,0.13,6.82,0.4,80.0,C1
323.17,0.27,77.26,0.52,39.93,2.01,80.0,C1
324.19,0.13,140.87,0.02,3.01,1.0,80.0,C1
324.94,0.15,86.09,0.02,1.61,3.01,80.0,C1
325.99,0.1,20.27,0.14,2.81,0.6,80.0,C1
326.99,0.6,15.65,0.37,5.82,1.4,80.0,C1
327.99,1.63,58.6,0.8,46.76,1.2,80.0,C1
328.96,1.54,99.93,0.63,62.61,1.61,80.0,C1
330.26,0.43,225.55,0.02,5.62,5.02,80.0,C1
331.21,0.46,56.79,0.04,2.01,25.28,80.0,C1
331.95,0.32,13.85,0.45,6.22,1.61,80.0,C1
332.94,0.58,9.03,0.33,3.01,0.4,80.0,C1
333.97,1.15,27.29,0.52,14.25,1.61,80.0,C1
335.05,1.91,48.56,0.42,20.47,1.2,80.0,C1
335.97,0.65,69.23,0.06,4.41,3.21,80.0,C1
337.24,0.53,46.35,0.15,7.02,1.61,80.0,C1
338.06,0.28,26.29,0.05,1.2,1.61,80.0,C1
338.97,0.27,11.64,0.24,2.81,0.6,80.0,C1
339.93,0.58,8.63,0.12,1.0,0.4,80.0,C1
341.06,0.91,15.25,0.61,9.23,0.6,80.0,C1
341.98,1.1,33.31,0.5,16.66,1.81,80.0,C1
347.01,0.67,34.31,0.33,11.44,0.8,80.0,C1
347.96,0.47,39.93,0.29,11.64,0.4,80.0,C1
352.1,0.47,20.07,0.43,8.63,1.4,80.0,C1
352.93,0.67,19.87,0.41,8.23,0.8,80.0,C1
353.96,1.26,44.35,0.64,28.5,0.6,80.0,C1
354.97,0.65,63.21,0.21,13.44,1.2,80.0,C1
355.95,0.37,41.54,0.07,3.01,3.21,80.0,C1
356.95,0.44,28.9,0.24,6.82,3.41,80.0,C1
358.19,0.43,18.66,0.3,5.62,0.6,80.0,C1
359.13,0.52,19.67,0.22,4.41,0.6,80.0,C1
360.01,0.66,10.64,0.68,7.22,2.41,80.0,C1
360.9,1.2,37.73,0.25,9.43,2.21,80.0,C1
361.95,0.44,36.52,0.24,8.83,1.2,80.0,C1
362.92,0.54,21.07,0.22,4.62,4.41,80.0,C1
363.94,0.77,30.3,0.41,12.44,4.62,80.0,C1
365.03,0.57,35.32,0.35,12.24,2.81,80.0,C1
366.18,0.31,20.27,0.12,2.41,2.01,80.0,C1
366.91,0.46,14.65,0.56,8.23,1.81,80.0,C1
367.94,0.77,21.07,0.56,11.84,0.6,80.0,C1
368.91,0.87,34.52,0.42,14.65,0.8,80.0,C1
369.93,0.49,38.73,0.09,3.41,0.4,80.0,C1
370.95,0.36,23.68,0.05,1.2,1.4,80.0,C1
371.98,0.65,13.44,0.51,6.82,1.0,80.0,C1
373.01,0.68,27.49,0.41,11.24,0.4,80.0,C1
373.95,0.79,36.52,0.41,14.85,0.4,80.0,C1
0.0,2.03,6.82,0.06,0.4,0.2,80.0,C10
1.0,1.39,1.61,0.5,0.8,0.2,80.0,C10
2.0,0.65,5.22,0.92,4.82,0.4,80.0,C10
3.0,0.6,16.05,0.38,6.02,0.4,80.0,C10
4.0,0.29,10.23,0.18,1.81,0.4,80.0,C10
5.0,0.25,9.43,0.06,0.6,0.4,80.0,C10
6.0,0.33,6.82,0.21,1.4,0.2,80.0,C10
7.0,2.19,9.83,0.43,4.21,0.2,80.0,C10
8.0,0.84,12.84,0.34,4.41,0.2,80.0,C10
9.0,0.28,12.24,0.18,2.21,0.4,80.0,C10
10.0,0.58,7.42,0.62,4.62,0.0,80.0,C10
11.0,0.8,14.25,0.34,4.82,0.6,80.0,C10
12.0,0.65,17.26,0.27,4.62,0.8,80.0,C10
13.0,0.52,15.25,0.22,3.41,0.4,80.0,C10
14.0,0.71,13.24,0.26,3.41,0.4,80.0,C10
15.0,1.0,21.67,0.35,7.63,0.6,80.0,C10
16.0,0.38,19.06,0.11,2.01,0.2,80.0,C10
17.0,0.63,15.45,0.36,5.62,1.2,80.0,C10
18.0,0.73,16.25,0.28,4.62,0.4,80.0,C10
