time,algae,rotifers,egg_ratio,eggs,dead_animals,external_medium,cycle_id
22.96,0.77,61.0,0.4,24.48,2.61,160.0,C6
24.02,0.35,57.59,0.3,17.06,3.01,160.0,C6
24.99,0.23,51.97,0.12,6.42,3.21,160.0,C6
26.03,0.33,31.91,0.42,13.24,3.81,160.0,C6
26.98,0.19,31.71,0.24,7.63,1.0,160.0,C6
27.93,0.46,23.08,0.43,9.83,1.61,160.0,C6
28.96,0.29,32.31,0.35,11.44,3.01,160.0,C6
30.25,0.26,37.93,0.14,5.22,1.61,160.0,C6
31.1,0.3,21.07,0.3,6.42,1.61,160.0,C6
31.92,0.75,28.29,0.65,18.26,2.01,160.0,C6
32.93,0.75,44.95,0.56,25.08,4.21,160.0,C6
34.03,0.21,68.43,0.15,10.03,3.61,160.0,C6
34.95,0.19,41.54,0.07,2.81,10.23,160.0,C6
35.92,0.28,32.31,0.17,5.42,4.21,160.0,C6
37.14,0.36,17.86,0.2,3.61,4.82,160.0,C6
37.85,0.44,9.63,0.96,9.23,1.61,160.0,C6
38.97,0.45,15.45,0.51,7.83,2.01,160.0,C6
39.93,1.53,16.45,0.23,3.81,1.81,160.0,C6
40.94,1.38,18.46,0.32,5.82,2.41,160.0,C6
41.92,0.77,83.28,0.5,41.74,3.01,160.0,C6
42.97,0.08,87.29,0.13,11.64,6.22,160.0,C6
44.02,0.15,67.63,0.05,3.61,8.83,160.0,C6
45.02,0.13,15.05,0.03,0.4,9.63,160.0,C6
45.98,0.87,2.41,0.33,0.8,1.4,160.0,C6
47.01,2.04,4.41,0.59,2.61,2.21,160.0,C6
47.94,2.05,5.62,0.46,2.61,0.6,160.0,C6
48.92,2.28,9.83,0.51,5.02,1.81,160.0,C6
49.98,2.44,13.85,0.46,6.42,1.0,160.0,C6
50.99,1.46,25.08,0.51,12.84,1.61,160.0,C6
51.87,0.66,27.89,0.4,11.04,1.4,160.0,C6
52.93,0.87,52.98,0.57,30.1,2.81,160.0,C6
53.97,2.4,84.08,0.62,52.17,3.81,160.0,C6
54.92,2.37,93.31,0.25,23.08,8.03,160.0,C6
55.94,2.44,72.84,0.08,6.02,11.84,160.0,C6
56.96,2.26,35.12,0.15,5.42,15.85,160.0,C6
58.13,1.67,14.65,0.1,1.4,3.01,160.0,C6
58.84,1.55,9.43,0.38,3.61,1.0,160.0,C6
59.95,1.39,14.45,0.17,2.41,2.01,160.0,C6
61.03,3.93,19.87,0.67,13.24,2.01,160.0,C6
61.97,4.0,39.73,0.54,21.27,0.8,160.0,C6
62.97,5.56,88.5,0.28,25.08,1.61,160.0,C6
63.97,3.08,86.69,0.11,9.83,7.63,160.0,C6
64.95,1.39,62.81,0.05,3.41,5.62,160.0,C6
66.0,1.61,25.08,0.04,1.0,6.42,160.0,C6
66.9,2.0,8.43,0.45,3.81,3.21,160.0,C6
67.94,5.28,19.87,0.19,3.81,0.4,160.0,C6
68.97,5.17,30.5,0.43,13.24,3.01,160.0,C6
69.98,4.38,97.53,0.46,44.75,2.01,160.0,C6
70.95,1.83,122.41,0.17,21.27,3.01,160.0,C6
72.18,2.77,81.87,0.04,3.41,9.63,160.0,C6
73.19,2.92,23.08,0.0,0.0,13.85,160.0,C6
73.93,2.76,4.01,0.35,1.4,3.61,160.0,C6
74.94,2.33,5.02,0.4,2.01,0.6,160.0,C6
75.97,4.57,9.43,0.57,5.42,2.01,160.0,C6
77.06,2.9,30.3,0.68,20.47,2.21,160.0,C6
78.01,3.25,74.85,0.42,31.71,2.01,160.0,C6
78.96,1.44,102.34,0.29,30.1,3.81,160.0,C6
80.05,4.4,73.65,0.03,2.41,8.63,160.0,C6
80.95,5.35,34.11,0.06,2.21,9.63,160.0,C6
81.92,2.55,22.48,0.29,6.62,5.02,160.0,C6
82.97,1.8,20.07,0.21,4.21,3.21,160.0,C6
84.06,3.42,24.68,0.87,21.47,4.01,160.0,C6
84.93,3.14,72.64,0.67,48.56,4.01,160.0,C6
85.97,1.41,120.2,0.08,9.83,4.41,160.0,C6
87.25,5.35,43.55,0.13,5.62,19.67,160.0,C6
87.92,2.53,19.67,0.1,2.01,12.84,160.0,C6
88.96,5.71,4.41,0.18,0.8,1.61,160.0,C6
89.97,3.78,22.88,0.72,16.45,1.0,160.0,C6
90.9,3.05,34.31,0.71,24.28,4.82,160.0,C6
91.97,4.54,86.49,0.48,41.14,2.01,160.0,C6
93.05,6.46,96.12,0.04,3.41,3.01,160.0,C6
94.01,5.88,40.54,0.25,10.03,5.22,160.0,C6
94.93,6.34,17.26,0.0,0.0,2.81,160.0,C6
96.01,2.8,13.85,1.1,15.25,3.61,160.0,C6
96.95,4.51,43.95,0.46,20.27,3.21,160.0,C6
97.91,4.65,74.05,0.3,21.87,2.01,160.0,C6
98.98,2.23,60.8,0.17,10.23,0.8,160.0,C6
100.09,3.63,22.27,0.0,0.0,2.81,160.0,C6
101.11,3.85,18.86,0.35,6.62,2.01,160.0,C6
101.9,4.42,12.24,0.77,9.43,3.01,160.0,C6
102.92,4.83,18.26,0.22,4.01,1.61,160.0,C6
103.9,4.98,38.93,0.47,18.46,1.0,160.0,C6
104.89,3.42,76.66,0.37,28.5,3.01,160.0,C6
105.92,2.95,82.48,0.16,13.24,3.01,160.0,C6
106.97,0.17,52.78,0.07,3.61,2.61,160.0,C6
108.06,0.44,19.26,0.07,1.4,10.43,160.0,C6
108.9,0.77,6.62,0.42,2.81,3.01,160.0,C6
109.91,0.91,12.84,0.63,8.03,1.0,160.0,C6
110.93,1.09,18.26,0.41,7.42,1.0,160.0,C6
111.92,0.92,28.5,0.53,15.05,1.61,160.0,C6
112.97,0.48,8.83,0.45,4.01,0.4,160.0,C6
113.96,0.14,60.0,0.13,7.83,1.0,160.0,C6
115.05,0.34,84.08,0.1,8.43,4.01,160.0,C6
115.9,0.43,51.17,0.22,11.24,5.02,160.0,C6
116.91,0.58,26.89,0.49,13.24,3.61,160.0,C6
117.96,0.95,16.25,0.33,5.42,2.01,160.0,C6
118.94,1.85,26.29,0.67,17.66,1.61,160.0,C6
120.04,4.45,54.58,0.58,31.71,5.02,160.0,C6
121.35,3.59,80.07,0.12,9.23,3.01,160.0,C6
122.39,3.72,52.17,0.43,22.48,3.61,160.0,C6
122.92,3.65,64.01,0.14,9.23,4.41,160.0,C6
123.92,2.12,36.12,0.68,24.68,3.01,160.0,C6
124.95,4.7,59.6,0.29,17.06,2.01,160.0,C6
125.96,1.46,46.35,0.15,7.02,3.01,160.0,C6
126.92,6.62,24.28,0.06,1.4,3.61,160.0,C6
128.14,1.08,15.05,0.24,3.61,1.61,160.0,C6
129.01,1.15,12.64,0.35,4.41,1.2,160.0,C6
129.91,1.33,9.03,1.0,9.03,0.4,160.0,C6
130.93,1.2,18.86,0.54,10.23,1.0,160.0,C6
131.9,0.69,49.97,0.61,30.7,1.4,160.0,C6
132.9,0.58,89.5,0.34,30.5,1.0,160.0,C6
133.9,1.96,76.66,0.23,17.26,1.81,160.0,C6
134.95,1.29,59.0,0.27,15.85,2.41,160.0,C6
135.97,1.36,41.54,0.15,6.22,2.01,160.0,C6
136.93,1.42,26.89,0.29,7.83,4.21,160.0,C6
137.93,2.43,27.29,0.76,20.67,2.21,160.0,C6
138.94,1.74,42.34,0.6,25.28,1.2,160.0,C6
139.93,2.81,64.21,0.5,31.91,1.4,160.0,C6
140.92,2.37,88.09,0.45,39.93,1.2,160.0,C6
141.96,2.0,75.65,0.13,10.03,2.21,160.0,C6
142.96,1.81,36.92,0.04,1.61,3.21,160.0,C6
143.9,1.36,12.44,0.08,1.0,1.2,160.0,C6
144.89,2.13,6.42,0.38,2.41,1.2,160.0,C6
146.21,3.45,6.02,0.73,4.41,0.6,160.0,C6
146.87,2.97,10.64,0.66,7.02,0.2,160.0,C6
147.89,4.07,20.07,0.71,14.25,0.2,160.0,C6
149.1,6.6,63.81,0.75,47.76,0.4,160.0,C6
150.14,4.12,113.98,0.37,42.34,0.2,160.0,C6
150.9,2.42,99.33,0.24,24.28,0.4,160.0,C6
151.9,2.92,70.03,0.1,6.82,2.41,160.0,C6
152.9,3.34,38.73,0.11,4.21,5.22,160.0,C6
153.89,1.27,9.03,0.36,3.21,1.61,160.0,C6
155.3,3.02,10.84,0.28,3.01,1.0,160.0,C6
156.19,3.2,21.87,0.78,17.06,0.2,160.0,C6
157.21,3.4,50.37,0.78,39.33,0.6,160.0,C6
157.98,2.9,87.69,0.67,58.6,1.61,160.0,C6
158.46,2.5,119.0,0.09,11.24,2.21,160.0,C6
159.13,,,0.08,,7.02,160.0,C6
159.9,1.28,64.82,0.12,5.22,4.21,160.0,C6
160.87,1.35,19.47,0.3,2.41,1.2,160.0,C6
161.87,3.01,11.44,0.81,3.41,0.4,160.0,C6
163.04,4.9,8.43,0.98,6.82,0.6,160.0,C6
164.04,4.56,21.87,0.74,21.47,1.0,160.0,C6
164.86,3.75,55.99,0.24,41.34,1.4,160.0,C6
165.87,3.41,109.16,0.06,26.29,7.22,160.0,C6
166.87,3.82,74.25,0.15,4.82,6.02,160.0,C6
167.85,2.28,19.67,0.51,3.01,1.2,160.0,C6
168.87,2.53,7.83,0.83,4.01,1.2,160.0,C6
170.05,6.1,10.64,0.83,8.83,0.2,160.0,C6
171.04,6.41,20.27,0.89,18.06,1.0,160.0,C6
171.86,4.42,47.76,0.93,44.55,0.6,160.0,C6
172.87,5.05,98.33,0.2,19.47,1.2,160.0,C6
174.05,3.72,76.46,0.02,1.81,5.22,160.0,C6
174.86,3.19,60.4,0.18,10.84,2.41,160.0,C6
176.06,2.02,41.74,0.49,20.27,2.01,160.0,C6
177.15,2.43,36.52,0.1,3.61,3.21,160.0,C6
178.0,1.63,36.12,0.45,16.25,1.0,160.0,C6
179.15,1.7,39.93,0.1,4.01,1.61,160.0,C6
179.89,1.53,17.26,0.28,4.82,2.01,160.0,C6
180.87,3.98,31.1,0.56,17.46,0.8,160.0,C6
181.86,2.49,32.91,0.55,18.06,2.21,160.0,C6
182.87,2.28,65.82,0.33,21.67,3.61,160.0,C6
183.87,2.46,80.07,0.5,39.93,4.21,160.0,C6
185.17,2.4,41.74,0.1,4.01,5.82,160.0,C6
185.87,2.3,28.29,0.11,3.01,5.22,160.0,C6
186.9,1.39,21.67,0.24,5.22,3.01,160.0,C6
187.89,1.56,8.23,0.34,2.81,0.8,160.0,C6
188.92,2.51,36.32,0.48,17.46,3.01,160.0,C6
189.93,1.17,55.99,0.33,18.26,2.01,160.0,C6
191.0,1.72,71.44,0.18,13.04,2.01,160.0,C6
191.97,1.53,52.98,0.22,11.84,3.81,160.0,C6
192.91,1.35,40.94,0.18,7.42,3.21,160.0,C6
193.9,2.66,31.71,0.35,11.04,5.22,160.0,C6
194.88,2.24,22.07,0.32,7.02,3.41,160.0,C6
195.89,2.17,20.07,0.14,2.81,1.0,160.0,C6
196.94,2.03,20.07,0.14,2.81,1.0,160.0,C6
198.16,1.38,43.14,0.31,13.44,1.61,160.0,C6
198.93,1.98,55.99,0.45,25.28,2.81,160.0,C6
199.9,2.0,33.91,0.23,7.83,6.82,160.0,C6
200.91,1.95,59.0,0.69,40.94,6.02,160.0,C6
202.0,0.63,41.74,0.26,11.04,3.21,160.0,C6
202.88,1.34,33.71,0.05,1.61,2.01,160.0,C6
204.0,2.34,22.07,0.11,2.41,3.01,160.0,C6
205.24,2.95,18.86,0.44,8.23,1.61,160.0,C6
205.96,2.36,29.7,0.28,8.23,1.0,160.0,C6
206.97,1.83,55.99,0.27,15.05,3.21,160.0,C6
207.87,4.96,96.52,0.38,36.52,2.01,160.0,C6
208.87,3.45,60.0,0.06,3.81,11.04,160.0,C6
210.05,4.53,30.5,0.11,3.21,7.83,160.0,C6
210.87,4.58,17.86,0.7,12.44,3.81,160.0,C6
212.2,4.9,28.09,0.78,21.87,2.01,160.0,C6
212.86,4.26,51.97,0.81,42.34,2.01,160.0,C6
213.89,3.76,100.13,0.31,31.1,9.03,160.0,C6
214.87,3.05,50.37,0.13,6.42,8.03,160.0,C6
215.86,2.22,32.91,0.23,7.42,9.03,160.0,C6
217.05,1.81,15.85,1.06,16.86,5.42,160.0,C6
217.87,3.07,28.9,0.81,23.28,3.61,160.0,C6
218.89,3.28,50.37,0.36,18.06,2.01,160.0,C6
220.23,5.67,63.41,0.21,13.04,1.61,160.0,C6
220.9,4.81,85.08,0.21,18.06,2.01,160.0,C6
221.84,4.39,55.99,0.15,8.23,1.61,160.0,C6
222.88,5.8,32.11,0.14,4.41,4.41,160.0,C6
224.0,3.87,24.28,0.05,1.2,3.41,160.0,C6
225.0,6.78,15.85,0.11,1.81,2.81,160.0,C6
226.04,1.62,34.92,0.36,12.64,2.21,160.0,C6
227.02,1.9,24.68,0.39,9.63,2.21,160.0,C6
228.01,1.34,39.93,0.36,14.25,1.4,160.0,C6
229.07,1.55,40.33,0.21,8.43,2.21,160.0,C6
229.99,1.43,19.47,0.2,3.81,1.61,160.0,C6
0.0,7.04,5.02,0.0,0.0,3.01,160.0,C7
0.97,6.43,1.2,0.33,0.4,0.2,160.0,C7
2.08,6.14,2.21,0.27,0.6,0.2,160.0,C7
2.97,6.03,7.83,1.03,8.03,0.8,160.0,C7
4.0,5.07,17.46,0.84,14.65,2.01,160.0,C7
4.96,1.54,36.92,0.73,26.89,8.43,160.0,C7
5.96,0.38,81.67,0.33,26.89,8.43,160.0,C7
7.03,0.12,43.75,0.02,1.0,11.84,160.0,C7
8.11,0.11,17.26,0.1,1.81,2.21,160.0,C7
9.22,0.24,13.85,0.3,4.21,2.21,160.0,C7
10.09,0.38,10.43,0.48,5.02,0.4,160.0,C7
10.9,0.49,17.06,1.0,17.06,1.61,160.0,C7
11.95,0.48,47.16,0.69,32.31,6.02,160.0,C7
12.92,0.23,75.05,0.21,15.65,1.61,160.0,C7
13.94,0.15,55.59,0.09,5.02,6.02,160.0,C7
14.93,0.22,12.44,0.16,2.01,5.82,160.0,C7
16.06,0.28,27.09,0.64,17.26,14.65,160.0,C7
17.14,0.26,16.66,0.53,8.83,3.21,160.0,C7
18.08,0.56,23.08,0.06,1.4,8.03,160.0,C7
18.89,0.83,32.51,0.81,26.49,3.61,160.0,C7
20.04,0.28,84.28,0.14,11.64,4.21,160.0,C7
20.96,0.24,71.44,0.03,2.01,4.21,160.0,C7
21.98,0.24,47.36,0.15,7.22,7.63,160.0,C7
23.09,0.22,34.31,0.18,6.02,5.62,160.0,C7
24.02,0.26,17.66,0.41,7.22,3.01,160.0,C7
24.99,0.36,11.64,0.29,3.41,1.61,160.0,C7
26.03,0.67,11.84,0.8,9.43,4.01,160.0,C7
26.98,0.54,32.91,0.46,15.25,1.61,160.0,C7
27.93,0.35,42.14,0.65,27.49,2.41,160.0,C7
28.96,0.17,57.99,0.09,5.22,1.61,160.0,C7
30.25,0.17,33.91,0.02,0.8,4.21,160.0,C7
31.1,0.31,13.65,0.07,1.0,1.61,160.0,C7
31.92,0.61,11.24,0.55,6.22,1.0,160.0,C7
32.93,0.68,18.46,0.18,3.41,0.4,160.0,C7
34.03,0.42,34.31,0.46,15.65,2.81,160.0,C7
34.95,0.41,52.37,0.16,8.43,1.81,160.0,C7
35.92,0.2,40.74,0.13,5.22,2.61,160.0,C7
37.14,0.26,27.29,0.06,1.61,2.81,160.0,C7
37.85,0.36,8.23,0.8,6.62,2.21,160.0,C7
38.97,0.66,15.65,0.35,5.42,3.21,160.0,C7
39.93,1.27,22.48,0.65,14.65,2.81,160.0,C7
40.94,0.85,46.15,0.67,30.7,1.0,160.0,C7
41.92,0.52,88.5,0.46,40.94,2.81,160.0,C7
42.98,0.11,67.63,0.06,4.21,4.62,160.0,C7
44.02,0.26,29.9,0.05,1.4,17.66,160.0,C7
45.02,0.35,7.42,0.11,0.8,4.21,160.0,C7
45.98,1.33,3.61,0.28,1.0,2.41,160.0,C7
47.01,2.2,9.63,0.81,7.83,0.6,160.0,C7
47.94,1.92,27.89,0.6,16.66,0.8,160.0,C7
48.92,1.11,57.79,0.57,32.71,3.01,160.0,C7
49.98,0.33,90.3,0.17,15.25,2.81,160.0,C7
50.99,0.14,49.77,0.15,7.42,4.01,160.0,C7
51.87,0.18,30.1,0.05,1.61,4.01,160.0,C7
52.93,0.98,11.44,0.82,9.43,5.02,160.0,C7
53.97,1.93,22.68,0.5,11.24,4.41,160.0,C7
54.92,2.26,32.91,0.15,4.82,4.62,160.0,C7
55.94,2.78,39.33,1.12,43.95,3.21,160.0,C7
56.96,3.02,58.19,0.25,14.65,7.22,160.0,C7
58.13,1.62,45.75,0.04,1.61,5.02,160.0,C7
58.84,1.51,22.27,0.11,2.41,7.83,160.0,C7
59.95,2.1,7.42,0.05,0.4,5.02,160.0,C7
61.03,8.2,8.43,0.76,6.42,2.81,160.0,C7
61.97,8.26,13.65,0.41,5.62,0.8,160.0,C7
62.97,7.5,25.28,0.43,10.84,0.4,160.0,C7
63.97,3.32,66.62,0.33,22.07,3.61,160.0,C7
64.95,1.74,84.88,0.16,13.65,2.81,160.0,C7
66.0,1.7,53.58,0.07,4.01,2.01,160.0,C7
66.9,1.88,24.48,0.14,3.41,2.61,160.0,C7
67.94,5.95,14.65,0.33,4.82,5.42,160.0,C7
68.97,4.24,36.92,0.37,13.65,0.6,160.0,C7
69.98,3.7,68.63,0.49,33.71,2.01,160.0,C7
70.95,2.02,86.09,0.14,11.64,4.41,160.0,C7
72.18,3.26,36.32,0.03,1.2,9.43,160.0,C7
73.18,2.94,16.86,0.2,3.41,3.61,160.0,C7
73.93,3.07,6.62,0.39,2.61,1.61,160.0,C7
74.94,3.43,12.24,0.21,2.61,2.01,160.0,C7
75.97,2.39,22.68,0.45,10.23,2.21,160.0,C7
77.06,4.03,35.72,0.82,29.3,2.41,160.0,C7
78.01,2.21,88.5,0.35,31.3,4.01,160.0,C7
78.96,3.82,82.68,0.05,4.01,3.41,160.0,C7
80.05,2.71,21.87,0.03,0.6,4.21,160.0,C7
80.95,1.92,11.04,0.22,2.41,10.03,160.0,C7
81.92,2.42,7.02,0.71,5.02,4.82,160.0,C7
82.97,2.95,19.87,0.61,12.04,4.21,160.0,C7
84.06,5.42,56.19,0.6,33.51,2.61,160.0,C7
84.93,2.89,107.96,0.18,19.87,4.01,160.0,C7
85.97,2.95,52.98,0.09,4.82,13.85,160.0,C7
87.25,1.97,23.28,0.07,1.61,10.23,160.0,C7
87.92,1.55,7.02,0.91,6.42,5.42,160.0,C7
88.96,5.65,5.42,0.33,1.81,1.4,160.0,C7
89.97,5.74,21.07,0.43,9.03,5.02,160.0,C7
90.9,3.78,57.39,0.66,37.93,0.8,160.0,C7
91.97,4.68,153.31,0.19,28.5,3.01,160.0,C7
93.05,4.71,59.8,0.01,0.8,19.26,160.0,C7
94.01,6.75,24.88,0.0,0.0,11.64,160.0,C7
94.93,5.21,7.83,0.0,0.0,3.01,160.0,C7
96.01,3.89,9.63,0.81,7.83,3.01,160.0,C7
96.95,5.77,21.67,0.72,15.65,2.01,160.0,C7
97.91,4.97,70.03,0.36,25.08,3.01,160.0,C7
98.98,1.55,113.78,0.09,10.03,1.61,160.0,C7
100.09,2.56,41.14,0.06,2.41,8.83,160.0,C7
101.11,2.21,7.63,0.03,0.2,3.01,160.0,C7
101.9,1.68,6.02,0.67,4.01,0.8,160.0,C7
102.92,6.67,5.82,0.97,5.62,0.4,160.0,C7
103.9,6.71,19.47,0.82,16.05,1.0,160.0,C7
104.89,4.21,56.19,1.02,57.39,2.01,160.0,C7
105.92,3.29,131.44,0.06,8.23,3.01,160.0,C7
106.97,0.24,108.16,0.04,4.21,12.64,160.0,C7
108.06,0.5,19.67,0.03,0.6,24.08,160.0,C7
108.9,0.72,5.82,0.45,2.61,3.81,160.0,C7
109.91,2.32,9.03,0.29,2.61,2.41,160.0,C7
110.93,3.58,18.26,0.51,9.23,1.0,160.0,C7
111.92,2.8,31.1,0.55,17.06,1.61,160.0,C7
112.97,0.84,71.04,0.75,53.38,2.01,160.0,C7
113.96,0.24,104.15,0.07,7.63,11.04,160.0,C7
115.05,0.15,31.1,0.03,0.8,3.01,160.0,C7
115.9,0.22,7.63,0.13,1.0,6.42,160.0,C7
116.91,0.91,4.41,0.14,0.6,1.0,160.0,C7
117.96,5.08,2.61,0.62,1.61,1.61,160.0,C7
118.94,7.46,5.22,0.81,4.21,1.0,160.0,C7
120.04,8.13,10.23,0.43,4.41,0.6,160.0,C7
121.35,5.98,23.28,0.4,9.23,1.0,160.0,C7
122.39,4.53,39.13,0.56,22.07,2.01,160.0,C7
122.92,3.87,57.99,0.53,30.5,2.01,160.0,C7
123.92,1.95,70.03,0.4,27.89,3.01,160.0,C7
124.95,1.26,92.51,0.07,6.42,2.01,160.0,C7
125.96,0.62,46.96,0.15,7.02,3.61,160.0,C7
126.92,1.54,29.1,0.21,6.22,4.82,160.0,C7
128.14,1.13,21.87,0.16,3.41,3.41,160.0,C7
129.01,1.12,32.51,0.43,13.85,1.81,160.0,C7
129.91,1.17,34.52,0.11,3.81,2.41,160.0,C7
130.93,1.21,31.3,0.04,1.2,3.21,160.0,C7
131.9,0.67,40.33,0.2,8.23,1.4,160.0,C7
132.9,0.82,39.53,0.55,21.87,1.2,160.0,C7
133.9,2.06,51.57,0.38,19.67,1.81,160.0,C7
134.95,1.19,54.58,0.25,13.85,3.21,160.0,C7
135.97,1.19,51.17,0.2,10.03,2.61,160.0,C7
136.93,1.53,38.73,0.46,17.86,2.81,160.0,C7
137.93,2.37,43.95,0.59,25.89,2.81,160.0,C7
138.94,1.52,65.62,0.3,19.67,2.21,160.0,C7
139.93,1.84,53.38,0.27,14.45,4.41,160.0,C7
140.92,2.6,34.11,0.39,13.24,0.6,160.0,C7
141.96,2.45,55.59,0.19,10.84,3.01,160.0,C7
142.96,2.27,37.73,0.1,3.81,2.01,160.0,C7
143.9,2.28,20.67,0.19,4.01,1.81,160.0,C7
144.89,2.59,11.64,0.47,5.42,3.81,160.0,C7
146.21,3.62,20.07,0.73,14.65,1.2,160.0,C7
146.87,3.15,31.3,0.79,24.68,0.6,160.0,C7
147.89,3.3,83.48,0.35,29.5,1.2,160.0,C7
149.1,2.92,127.22,0.14,17.26,2.81,160.0,C7
150.14,3.63,67.22,0.06,4.21,4.01,160.0,C7
150.9,1.61,31.3,0.18,5.62,9.63,160.0,C7
151.9,3.78,20.67,0.31,6.42,5.62,160.0,C7
152.9,4.53,10.84,1.04,11.24,1.61,160.0,C7
153.89,3.26,24.28,0.58,14.05,0.8,160.0,C7
155.3,2.39,61.81,0.33,20.47,1.81,160.0,C7
156.19,2.24,66.22,0.2,13.24,2.41,160.0,C7
157.21,2.03,47.76,0.14,6.82,4.62,160.0,C7
157.98,1.99,38.73,0.29,11.24,3.61,160.0,C7
158.46,,,,,,160.0,C7
159.13,3.87,24.28,0.33,8.03,1.4,160.0,C7
159.9,2.71,19.26,0.81,15.65,1.81,160.0,C7
160.87,2.46,39.73,0.17,29.7,0.8,160.0,C7
161.87,3.19,77.46,0.09,12.84,1.4,160.0,C7
